"#time","redshift1","redshift2"
8.878879,9.16E-05,8.54E-05
8.888889,9.05E-05,8.34E-05
8.898899,9.21E-05,8.30E-05
8.908909,9.36E-05,8.21E-05
8.918919,9.54E-05,8.14E-05
8.928929,9.52E-05,8.30E-05
8.938939,9.73E-05,8.06E-05
8.948949,9.60E-05,7.68E-05
8.958959,9.61E-05,7.99E-05
8.968969,9.98E-05,7.73E-05
8.978979,9.90E-05,7.80E-05
8.988989,0.00010019541,7.77E-05
8.998999,0.00010097027,7.68E-05
9.009009,0.00010114908,7.74E-05
9.019019,0.00010281801,7.53E-05
9.029029,0.000104129314,7.42E-05
9.039039,0.00010305643,7.30E-05
9.049049,0.00010436773,7.24E-05
9.059059,0.00010621548,7.28E-05
9.069069,0.000108242035,7.13E-05
9.079079,0.00010806322,7.31E-05
9.089089,0.00010842085,7.08E-05
9.099099,0.00010919571,6.97E-05
9.109109,0.00010818243,6.87E-05
9.119119,0.00010961294,6.90E-05
9.129129,0.00011217594,6.92E-05
9.139139,0.00011253357,6.77E-05
9.149149,0.00011229515,6.66E-05
9.159159,0.00011318922,6.50E-05
9.169169,0.00011473894,6.56E-05
9.179179,0.00011610985,6.73E-05
9.189189,0.00011473894,6.53E-05
9.199199,0.00011771917,6.43E-05
9.209209,0.00011694431,6.46E-05
9.219219,0.00011730194,6.54E-05
9.229229,0.00011879206,6.19E-05
9.23924,0.000119268894,6.25E-05
9.249249,0.00011795759,6.15E-05
9.259259,0.00012141466,6.16E-05
9.269269,0.000120937824,6.02E-05
9.27928,0.00012075901,5.82E-05
9.289289,0.000120699406,5.94E-05
9.299299,0.00012260675,6.03E-05
9.309309,0.00012433529,6.19E-05
9.31932,0.0001245141,5.70E-05
9.3293295,0.00012379885,5.92E-05
9.339339,0.00012475252,5.88E-05
9.349349,0.0001258254,5.54E-05
9.35936,0.00012546778,5.75E-05
9.3693695,0.00012767315,5.64E-05
9.379379,0.0001258254,5.63E-05
9.389389,0.00012785196,5.54E-05
9.3994,0.00012654066,5.53E-05
9.4094095,0.00012898445,5.51E-05
9.419419,0.00012904406,5.28E-05
9.429429,0.00012910366,5.39E-05
9.43944,0.00013053417,5.22E-05
9.44945,0.00013232231,5.31E-05
9.459459,0.00012755394,5.34E-05
9.469469,0.00013136864,5.25E-05
9.47948,0.00013166666,5.16E-05
9.48949,0.00013136864,5.27E-05
9.499499,0.0001309514,5.18E-05
9.509509,0.00013202429,5.07E-05
9.51952,0.00013291836,5.20E-05
9.52953,0.00013434887,5.45E-05
9.539539,0.0001335144,5.04E-05
9.549549,0.00013440847,5.05E-05
9.55956,0.00013321638,5.07E-05
9.56957,0.00013327599,5.02E-05
9.579579,0.00013548136,4.95E-05
9.589589,0.00013566017,4.98E-05
9.5996,0.00013571978,5.11E-05
9.60961,0.00013446808,4.89E-05
9.619619,0.00013279915,5.10E-05
9.62963,0.00013464689,4.95E-05
9.63964,0.00013279915,4.88E-05
9.64965,0.00013494492,4.94E-05
9.659659,0.00013548136,4.92E-05
9.66967,0.00013411045,5.07E-05
9.67968,0.00013637543,4.97E-05
9.68969,0.00013536215,5.01E-05
9.699699,0.00013691187,4.89E-05
9.70971,0.00013685226,4.83E-05
9.71972,0.00013571978,4.68E-05
9.72973,0.00013720989,4.80E-05
9.739739,0.00013703108,4.88E-05
9.74975,0.00013560057,4.88E-05
9.75976,0.00013458729,4.89E-05
9.76977,0.00013744831,5.07E-05
9.779779,0.00013518333,4.95E-05
9.78979,0.00013446808,4.94E-05
9.7998,0.0001360774,4.98E-05
9.80981,0.00013577938,4.94E-05
9.819819,0.00013500452,5.00E-05
9.82983,0.00013494492,4.95E-05
9.83984,0.00013554096,5.15E-05
9.84985,0.00013417006,5.16E-05
9.859859,0.00013434887,4.95E-05
9.86987,0.00013625622,5.04E-05
9.87988,0.00013417006,5.22E-05
9.88989,0.00013446808,5.11E-05
9.8998995,0.00013375282,5.02E-05
9.90991,0.00013273954,5.21E-05
9.91992,0.00013244152,5.19E-05
9.92993,0.00013101101,5.29E-05
9.9399395,0.0001320839,5.32E-05
9.94995,0.00013232231,5.20E-05
9.95996,0.00013059378,5.33E-05
9.96997,0.00013041496,5.31E-05
9.9799795,0.00013053417,5.33E-05
9.98999,0.00012844801,5.40E-05
10,0.00012916327,5.34E-05
